sourceRow,A,A_state,B,B_state,C,C_state,D,D_state,E,E_state,F,F_state,G,G_state,H,H_state,I,I_state,J,J_state,K,K_state,L,L_state,M,M_state,N,N_state,O,O_state,P,P_state,Q,Q_state,R,R_state,S,S_state,T,T_state,U,U_state,V,V_state,W,W_state,X,X_state,Y,Y_state,Z,Z_state,AA,AA_state,AB,AB_state,AC,AC_state,AD,AD_state,AE,AE_state,AF,AF_state,AG,AG_state,AH,AH_state,AI,AI_state,AJ,AJ_state,AK,AK_state,AL,AL_state,AM,AM_state,AN,AN_state,AO,AO_state,AP,AP_state,AQ,AQ_state,AR,AR_state,AS,AS_state,AT,AT_state,AU,AU_state,AV,AV_state,AW,AW_state,AX,AX_state,AY,AY_state,AZ,AZ_state,BA,BA_state,BB,BB_state,BC,BC_state,BD,BD_state,BE,BE_state,BF,BF_state,BG,BG_state,BH,BH_state,BI,BI_state,BJ,BJ_state,BK,BK_state,BL,BL_state,BM,BM_state,BN,BN_state,BO,BO_state,BP,BP_state,BQ,BQ_state,BR,BR_state,BS,BS_state,BT,BT_state,BU,BU_state,BV,BV_state,BW,BW_state,BX,BX_state,BY,BY_state,BZ,BZ_state,CA,CA_state,CB,CB_state,CC,CC_state,CD,CD_state,CE,CE_state,CF,CF_state,CG,CG_state,CH,CH_state,CI,CI_state,CJ,CJ_state,CK,CK_state,CL,CL_state,CM,CM_state,CN,CN_state,CO,CO_state,CP,CP_state,CQ,CQ_state,CR,CR_state,CS,CS_state,CT,CT_state,CU,CU_state,CV,CV_state,CW,CW_state,CX,CX_state,CY,CY_state,CZ,CZ_state,DA,DA_state,DB,DB_state,DC,DC_state,DD,DD_state,DE,DE_state,DF,DF_state,DG,DG_state,DH,DH_state,DI,DI_state,DJ,DJ_state,DK,DK_state,DL,DL_state,DM,DM_state,DN,DN_state,DO,DO_state,DP,DP_state,DQ,DQ_state,DR,DR_state,DS,DS_state,DT,DT_state,DU,DU_state,DV,DV_state,DW,DW_state,DX,DX_state,DY,DY_state,DZ,DZ_state,EA,EA_state,EB,EB_state,EC,EC_state,ED,ED_state,EE,EE_state,EF,EF_state,EG,EG_state,EH,EH_state,EI,EI_state,EJ,EJ_state,EK,EK_state,EL,EL_state,EM,EM_state,EN,EN_state,EO,EO_state,EP,EP_state,EQ,EQ_state,ER,ER_state,ES,ES_state,ET,ET_state,EU,EU_state,EV,EV_state,EW,EW_state,EX,EX_state,EY,EY_state,EZ,EZ_state,FA,FA_state,FB,FB_state,FC,FC_state
102,,   HEALTH AND SOCIAL WORK,,N,,blank,3.01392829961016,,3.4766317064585834,,3.9384094596523345,,4.219746460428804,,4.110198435910622,,3.706830855400325,,3.8398641110475755,,3.6823001819735013,,3.7609571115246254,,3.743083062585953,,4.09886118393218,,3.9322113792150626,,3.9666654642223174,,3.9134164376817266,,4.026420279395038,,4.027158581216621,,4.4468375190938705,,4.81814577956347,,5.052842402169918,,5.131560856872838,,5.500205673674251,,5.514638283476829,,5.8770908914520525,,6.134305719616811,,6.704348159125376,,7.219909084375062,,7.633888014640511,,7.241343653388792,,7.813170322299516,,9.224350897600115,,9.91600077666222,,10.900802126586457,,11.056823957500933,,11.22169548686284,,11.144118224491663,,11.094532921506566,,11.248266413710597,,12.479682403549383,,14.330745982704979,,13.760715451290308,,13.635243835267348,,13.935399250022945,,13.760560646069651,,13.687369531617032,,13.87563054207401,,14.651712776227056,,14.836516470089405,,14.664914882993655,,16.08488164690756,,15.569364384668829,,16.045757604410557,,16.831644169205067,,17.029733326491304,,17.140962862214035,,17.80610929362713,,18.352436764140784,,18.731209414801185,,19.160125064177496,,18.67019432635774,,19.134326178750694,,19.89193102054098,,19.89203025465678,,21.387871423514657,,21.340792774294783,,21.82811167018656,,22.472081541287015,,23.585329546026028,,24.82882232775819,,25.728413327123594,,26.510542888293745,,27.126369964152104,,29.554837169526632,,30.75829692426102,,29.993634552154738,,32.21764772405533,,33.33075481634991,,33.872942239552216,,34.70018561444933,,35.41145606288825,,,blank,,blank,,blank,,blank,,blank,,blank,135.5331346520734,,145.74722411835765,,191.66141832826466,,224.98408070063937,,267.14244771381266,,292.0809886623716,,395.9620743026093,,535.644201256798,,694.8098986675391,,854.9690210291421,,959.8243674891552,,982.6168643380018,,976.5252090387385,,958.1881475985558,,981.0815565537152,,1000.8447839770987,,1055.1802457717713,,1137.8629871114783,,1136.1695077250458,,1161.463741757352,,1106.4946286780755,,1288.3356441343392,,1394.7456402283274,,1540.4403184792407,,1636.2824601229313,,2571.915272033233,,3362.0543801283848,,4035.1225022965923,,4609.695007832273,,5154.796673473729,,5063.4832440034925,,5330.408378394045,,6011.460890887855,,5304,,5681,,6018,,6343,,6577,,7548,,8151,,8713,,9035,,9615,,10057,,10703,,15868,,17911,,18855,,20711,,22393,,23862,,26617,,30147,,34566,,38468,,51553,,58217,,66461,,75056,,81335,,85233,,92593,,102292,,111592,,120289,,131133,,139668,,149191,,157650,,169010,,182353,
103,,      Human health activities; Veterinary activities,,851; 852,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
104,,      Social work activities,853,,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
105,,"OTHER COMMUNITY, SOCIAL AND PERSONAL SERVICE ACTIVITIES",,O,,blank,70.31759374592357,,79.92936172005581,,89.21042453912182,,94.14263295330528,,90.36208197551846,,80.27395297532996,,82.70882134496345,,78.91172686807218,,80.18147361478363,,79.37221674415713,,86.46976968734828,,84.87419933506631,,84.0271774044881,,81.29324530753462,,82.09259824388448,,80.54378642535161,,86.85953763357014,,91.92886976316906,,94.1672952383591,,93.39709666070644,,97.79262737065305,,95.70482234721354,,98.27631218294863,,98.82570484170623,,104.05419145129737,,107.9690962995434,,109.85685517639803,,100.30388594896415,,104.09803838208148,,118.25360814668136,,122.31969874267176,,129.29478465132723,,132.2965606198961,,135.45029413646014,,135.6986970782733,,138.31373810199563,,142.5885924924968,,156.66792621582817,,179.5215113269416,,177.16784140001437,,177.04473186129582,,180.4961092759554,,182.3038867645165,,180.74133179487478,,182.72332625972203,,192.2670610583405,,199.42789036780363,,202.2455417219266,,219.76624292747724,,219.2585854037005,,232.82240131955766,,243.07491791362304,,251.0359801460782,,257.2884579137817,,272.67011035969597,,283.48245207415005,,287.32779605768206,,292.01312351147936,,284.1965528181229,,291.4342700389665,,302.55665419752813,,300.87621525480284,,317.6628432164623,,316.15668018616987,,322.4624947046656,,335.9783164471295,,338.0339938789499,,346.38371663244595,,348.1815921134369,,345.68728921207514,,345.06834145158007,,366.9919785773396,,370.078525080736,,361.71260776905535,,381.7334061441427,,386.0900567462369,,390.26223801709006,,400.7585884712851,,405.8020168143592,,,blank,,blank,,blank,,blank,,blank,,blank,3956.722225417653,,3920.77087623645,,3877.4552347370195,,3831.0287736637792,,3903.598288857424,,3977.400548441252,,4012.818947089542,,4017.6681522171066,,3892.6624722780616,,3847.033222417545,,3895.2587674101023,,4191.4070898102655,,4459.458700172059,,4777.898184079731,,5125.2236609563515,,5516.775456594422,,5854.93020487768,,6202.289853657741,,6510.7122619639085,,6915.824931490105,,7337.680368270569,,7421.614409147399,,7182.418884484361,,6988.36171054865,,6623.989715402637,,9941.792401089948,,11206.218563637538,,12095.58221115508,,12865.721959478049,,13470.82386266532,,13940.757009869572,,14504.974186958758,,15745.561561950639,,12338.735270000001,,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
106,,PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS,,P,,blank,59.35702910086456,,68.0767248950526,,76.65816736943053,,81.62625579051179,,79.04802011176675,,70.8464141686528,,73.64978419275342,,70.8914228453657,,72.67397066708891,,72.58251920810814,,79.78036306306342,,78.99979211676524,,78.90258154402107,,77.01543364838327,,78.45947242654633,,77.65982923785984,,84.48902060274855,,90.20629229435913,,93.219039460329,,93.26702413298386,,98.51281320101339,,97.25611467216109,,100.17258502240554,,101.03262288893684,,106.69023964702367,,111.03626703231136,,113.29281396979984,,103.73268058422168,,107.96483953461497,,122.98408859325396,,127.55827718019555,,135.18441597839208,,138.20427580870063,,141.3866468013225,,141.51718217498453,,144.11116144228978,,148.41413162361337,,162.89877926101835,,186.46818492611746,,183.80928061428943,,183.48382147744852,,186.82240786361444,,188.46317892098062,,186.60582956038658,,188.38751964176203,,197.95204043729353,,201.25826187483554,,200.06937135111923,,213.09668523497115,,208.38748650197138,,216.90016915876794,,221.96412408053908,,224.68242464229394,,225.71837529678362,,234.47272743113388,,238.9350920912587,,238.2519858629929,,238.2119114624339,,228.0641215575514,,230.06279838993936,,234.9330072396441,,229.80484432612758,,238.65278659744212,,233.61426322315066,,234.33972321752913,,240.13076398277713,,241.9284924471629,,248.2431326387346,,249.8645330599142,,248.39064469073435,,248.26016264219967,,264.3565055275905,,266.90562361321616,,261.16902893766064,,275.9450450713925,,279.4063405178358,,271.7820340617843,,268.54302724551343,,261.62976484619685,,,blank,,blank,,blank,,blank,,blank,436.96978290799643,,815.2725628635941,,885.4604616297709,,867.1660550625621,,1000.1384546693549,,1196.4590375664338,,1192.8013396623735,,1378.6839587545555,,1724.5503803149102,,1964.1737127096299,,2469.0055766817177,,2724.839287066111,,2411.1615588129002,,2102.3636079794956,,1787.113005851821,,1627.57658236888,,1545.3174055220377,,1627.1781446183227,,1826.2039762416562,,1768.8763881790485,,1614.2252684144403,,1561.7155330846992,,1582.072681653197,,1670.8839492564034,,1700.2296219590585,,1877.384190764487,,2472.076747311141,,3817.9145596289213,,4053.11099504716,,4378.487209981784,,4485.7354080889545,,4577.2544134856,,5027.183973884256,,5056.356065829313,,4956,,4996.07649042002,,5005.335851528869,,5343.157088307971,,5576.449396698156,,5457.040435648555,,5420.999384404911,,5438.997833751761,,8110,,9174,,9851,,11062,,12530,,13755,,14963,,16399,,17730,,16516,,17309,,18103,,21706,,25857,,25670,,27922,,31920,,35444,,38143,,40830,,42191,,43714,,45501,,47304,,49496,,50667,,50564,,50584,,50661,,51633,
107,,EXTRA-TERRITORIAL ORGANIZATION AND BODIES,,Q,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
108,,MISCELLANEOUS SERVICES,,MISCs,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
109,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
110,,TOTAL VALUE ADDED,,tVA,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
111,,NET INDIRECT TAXES,,iTAX,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
112,,TOTAL GDP,,GDP,,blank,1496.530774414731,,1665.1526306980895,,1744.6888211232117,,1770.3928319191027,,1851.9935228266736,,1842.9733577905083,,1863.184138118105,,1791.1088621164688,,1744.2839119552698,,1726.6124510668103,,1795.6730612309348,,1922.2907346814343,,2182.1841934664594,,1842.7549873810167,,1854.8824294616643,,1877.3081368190979,,1925.0351928432087,,2058.3526085005205,,2338.6298198724103,,2758.422230043292,,2851.3411744163795,,3057.7865261038082,,2986.428229953819,,2863.1924916147227,,2873.2160092970084,,3154.5456402759182,,3212.253154860892,,3274.955416490291,,3326.982498339906,,3553.275964363671,,3611.4155250157996,,3896.738820924868,,3894.840106506741,,4052.479083643391,,4255.077816111629,,4518.980512773583,,4664.125886404035,,5585.691244261518,,5974.788186613347,,5791.151247675389,,5204.981034794232,,5073.817241522671,,5083.4169514644545,,4998.7009315382265,,4896.124726113331,,5451.670608552963,,5512.748749271571,,5568.027122964976,,5500.074884497839,,5049.432309461782,,4925.756207693246,,4766.180595951705,,5041.73848839769,,5146.136798062948,,5388.417748637416,,5587.050666545611,,5540.403322062591,,5366.1190385106165,,5349.661528820263,,5210.059716521282,,5334.312164771869,,5435.035072809547,,5730.720809420356,,5778.265772341035,,6091.436613513599,,6328.970307159834,,6127.252098358124,,6258.8082738493795,,6442.475869420605,,6656.8328035417935,,6883.68362151347,,7329.4234781316545,,7655.000568576767,,7290.1777415860215,,7312.521685749077,,7735.108175538628,,7984.995226999849,,8402.65480165666,,8647.446067183248,,,blank,,blank,,blank,,blank,,blank,,blank,28518.85921277743,,28480.632420517533,,29126.700612238696,,35221.87216042219,,42557.84427444949,,44716.55620676836,,55235.21490189992,,70110.25267036581,,79721.4567860227,,89484.65352126441,,90645.23740693557,,82336.78322807243,,70724.01182110178,,68935.51359804395,,66675.46759877128,,65362.04866312105,,71496.47262924876,,85638.00281326784,,83018.09465186713,,81957.5457407248,,,blank,,blank,,blank,,blank,,blank,,blank,215198.7007465352,,261754.46488131993,,331220.79733129265,,322539.18062999286,,337527.54604202945,,394747.03451742174,,402089.7462108158,,412357,,426845.07649042003,,454066.33585152886,,482319.15708830795,,514972.44939669815,,514675.0404356485,,531443.9993844049,,568543.9978337518,,604632,,644517,,698511,,778356,,847506,,917000,,978054,,1040807,,1145968,,1286626,,1417448,,1588045,,1813335,,2123424,,2343449,,2688133,,2910990,,3133679,,3328919,,3613097,,3744989,,4098377,,4345857,,4652462,,5009229,,5303832,,5523472,,5860411,,6347934,,6760830,
