sourceRow,A,A_state,B,B_state,C,C_state,D,D_state,E,E_state,F,F_state,G,G_state,H,H_state,I,I_state,J,J_state,K,K_state,L,L_state,M,M_state,N,N_state,O,O_state,P,P_state,Q,Q_state,R,R_state,S,S_state,T,T_state,U,U_state,V,V_state,W,W_state,X,X_state,Y,Y_state,Z,Z_state,AA,AA_state,AB,AB_state,AC,AC_state,AD,AD_state,AE,AE_state,AF,AF_state,AG,AG_state,AH,AH_state,AI,AI_state,AJ,AJ_state,AK,AK_state,AL,AL_state,AM,AM_state,AN,AN_state,AO,AO_state,AP,AP_state,AQ,AQ_state,AR,AR_state,AS,AS_state,AT,AT_state,AU,AU_state,AV,AV_state,AW,AW_state,AX,AX_state,AY,AY_state,AZ,AZ_state,BA,BA_state,BB,BB_state,BC,BC_state,BD,BD_state,BE,BE_state,BF,BF_state,BG,BG_state,BH,BH_state,BI,BI_state,BJ,BJ_state,BK,BK_state,BL,BL_state,BM,BM_state,BN,BN_state,BO,BO_state,BP,BP_state,BQ,BQ_state,BR,BR_state,BS,BS_state,BT,BT_state,BU,BU_state,BV,BV_state,BW,BW_state,BX,BX_state,BY,BY_state,BZ,BZ_state,CA,CA_state,CB,CB_state,CC,CC_state,CD,CD_state,CE,CE_state,CF,CF_state,CG,CG_state,CH,CH_state,CI,CI_state,CJ,CJ_state,CK,CK_state,CL,CL_state,CM,CM_state,CN,CN_state,CO,CO_state,CP,CP_state,CQ,CQ_state,CR,CR_state,CS,CS_state,CT,CT_state,CU,CU_state,CV,CV_state,CW,CW_state,CX,CX_state,CY,CY_state,CZ,CZ_state,DA,DA_state,DB,DB_state,DC,DC_state,DD,DD_state,DE,DE_state,DF,DF_state,DG,DG_state,DH,DH_state,DI,DI_state,DJ,DJ_state,DK,DK_state,DL,DL_state,DM,DM_state,DN,DN_state,DO,DO_state,DP,DP_state,DQ,DQ_state,DR,DR_state,DS,DS_state,DT,DT_state,DU,DU_state,DV,DV_state,DW,DW_state,DX,DX_state,DY,DY_state,DZ,DZ_state,EA,EA_state,EB,EB_state,EC,EC_state,ED,ED_state,EE,EE_state,EF,EF_state,EG,EG_state,EH,EH_state,EI,EI_state,EJ,EJ_state,EK,EK_state,EL,EL_state,EM,EM_state,EN,EN_state,EO,EO_state,EP,EP_state,EQ,EQ_state,ER,ER_state,ES,ES_state,ET,ET_state,EU,EU_state,EV,EV_state,EW,EW_state,EX,EX_state,EY,EY_state,EZ,EZ_state,FA,FA_state,FB,FB_state,FC,FC_state
89,,   FINANCIAL INTERMEDIATION,,J,,blank,56.62049379200867,,62.28254317120955,,74.91326870942689,,67.9445925504104,,70.99338836998012,,75.34881096936539,,70.99338836998012,,79.26869130881215,,49.651817632992234,,63.589169951025134,,64.46025447090219,,64.46025447090219,,72.30001514979571,,57.05603605194722,,63.15362769108661,,67.07350803053336,,67.50905029047189,,64.02471221096366,,71.42893062991864,,78.3976067889351,,81.4464026085048,,85.80182520789009,,94.51267040666065,,90.59279006721388,,90.15724780727537,,89.72170554733685,,91.02833232715241,,84.05965616813597,,94.94821266659918,,90.15724780727537,,106.70785368493945,,105.40122690512385,,91.89941684702949,,72.80292973383754,,96.84082014299811,,97.70239327594294,,93.73915686439673,,112.34913653600492,,121.13718249204213,,136.64549888504894,,146.295117974031,,131.30374546079105,,113.12455235565527,,112.77992310247734,,109.76441713717047,,111.40140608976562,,97.27160670947053,,111.05677683658769,,114.67538399495594,,94.25610074416365,,116.31237294755111,,108.5582147510477,,81.3325037499913,,81.84944762975819,,78.14468315809546,,89.1728192597892,,87.79430224707748,,86.58809986095471,,93.65299955110227,,78.74778435115684,,76.59385151879478,,78.14468315809546,,85.03348377465184,,96.99545806541485,,103.29489133208548,,105.46287123863665,,117.8860732798347,,112.09893142866405,,118.78859922977347,,112.42565590960243,,124.98919910628537,,134.15497326382183,,140.5127993539363,,146.66319741453555,,159.13420600065353,,178.8890802916751,,186.4605562229456,,207.75403166798614,,232.6243202015554,,201.02272036354628,,177.11605847890138,,146.8947930962434,,147.92880667746243,,278.10626363172105,,359.0252836045079,,527.0016580411352,,560.0279759365726,,600.1929082716522,,750.3057658705275,,890.8973028558894,,936.1511361074249,,1289.8859166328498,,1720.4216327226914,,2181.496774775653,,2823.591548546099,,2867.1362761742203,,2157.3012720679044,,1882.6635305403104,,1763.5935218940022,,1643.5733069220669,,1617.2829035940576,,1618.9891831223558,,1902.6895318978125,,1845.026288517549,,1921.641926098534,,1674.8034985982454,,1911.341162718131,,2011.259265444975,,2007.5003266735598,,2007.4889213914728,,2417.7310884109797,,3105.1533074351,,4372.203148210669,,5391.73656042476,,5564.787613928918,,6318.50121413827,,7495.744218418152,,8658.888686043701,,8890,,9408,,11496,,12009,,13031,,13417,,15040,,15683,,16419,,17863,,19754,,21765,,24053,,27074,,30108,,33380,,38296,,41068,,43895,,49995,,61001,,73557,,85986,,107987,,119471,,135029,,148691,,160692,,195826,,223930,,218112,,256122,,279585,,325205,,354970,,358565,,367960,,381718,
90,,"      Financial intermediation, except insurance and pension funding",65,,,blank,49.5792809876175,,54.53720908637926,,65.59720253746318,,59.495137185141004,,62.164790776781956,,65.9785816219833,,62.164790776781956,,69.41099338266451,,43.47721563529536,,55.681346339939665,,56.44410450897993,,56.44410450897993,,63.30892803034237,,49.96066007213765,,55.29996725541953,,58.732379016100744,,59.11375810062088,,56.06272542445979,,62.54616986130208,,68.64823521362425,,71.31788880526518,,75.13167965046654,,82.75926134086923,,79.32684958018801,,78.94547049566789,,78.56409141114776,,79.70822866470814,,73.606163312386,,83.14064042538936,,78.94547049566789,,93.43787570743301,,92.29373845387259,,80.47098683374843,,63.74930114977462,,84.79788697319132,,85.55231657259694,,82.08194041533109,,98.37761976249242,,106.07280167642972,,119.65253446573082,,128.10214597907375,,114.975070949416,,99.05660640195748,,98.75483456219523,,96.11433096427558,,97.54774720314624,,85.17510177289414,,97.24597536338399,,100.41457968088757,,82.53459817497448,,101.84799591975826,,95.0581295251077,,71.21815418389022,,71.6708119435336,,68.42676466608944,,78.08346353848134,,76.87637617943236,,75.82017474026448,,82.00649745539054,,68.95486538567337,,67.06879138715934,,68.42676466608944,,74.08498666163158,,82.4591552150339,,91.66319632778243,,93.17205552659367,,104.03584175803455,,96.4161028040378,,102.45153959928277,,98.3405833547192,,103.40392771272387,,112.94515393286062,,118.17257395434476,,126.84908084437858,,135.47340712052872,,148.97992954102662,,160.93290456418728,,176.43317991263999,,199.79919972836328,,162.4496946048937,,140.1025838730671,,113.50462575380666,,113.73187322892429,,244.43738328238325,,316.2251174171775,,463.3141597028576,,494.56982496762646,,526.8275194131589,,649.4201354005107,,782.7846617809331,,811.434590940438,,1135.8811052730157,,1468.1207062112505,,1908.5439095609254,,2530.958545980736,,2564.8337684235867,,1767.637556447212,,1495.6338234017933,,1352.9054346987862,,1232.7221799228687,,1138.0008326397015,,1124.4346679970868,,1357.7682660730618,,1313.9719742881512,,1352.1277884349531,,1163.6708188549064,,1077.1931564357035,,939.7401818902615,,701.9790855563069,,568.0007195700132,,1256.6627543014852,,1560.1317939508265,,2618.5713019823297,,3205.8796314364504,,3280.748382892414,,3613.7978942131617,,4389.564169810143,,5189.405321977262,,5393,,5473,,7251,,7280,,7841,,7865,,9130,,9430,,9935,,10941,,12142,,13228,,14520,,16451,,18077,,20255,,23973,,23967,,25938,,30468,,38165,,46557,,56762,,74878,,83266,,96625,,107181,,118615,,145889,,172869,,166431,,201903,,218283,,253489,,278300,,283568,,291152,,300863,
91,,"      Insurance and pernsion funding, except compulsory social security",66,,,blank,7.04121280439117,,7.745334084830288,,9.316066171963705,,8.449455365269404,,8.828597593198163,,9.370229347382098,,8.828597593198163,,9.85769792614764,,6.1746019976968745,,7.907823611085471,,8.016149961922256,,8.016149961922256,,8.991087119453343,,7.095375979809567,,7.853660435667077,,8.34112901443262,,8.395292189851013,,7.961986786503863,,8.882760768616555,,9.749371575310853,,10.12851380323961,,10.670145557423545,,11.753409065791418,,11.265940487025876,,11.211777311607483,,11.157614136189089,,11.320103662444268,,10.453492855749971,,11.807572241209812,,11.211777311607483,,13.269977977506441,,13.107488451251259,,11.428430013281057,,9.053628584062935,,12.042933169806792,,12.150076703345997,,11.657216449065647,,13.971516773512505,,15.064380815612411,,16.992964419318124,,18.192971994957237,,16.328674511375045,,14.06794595369779,,14.025088540282109,,13.650086172894888,,13.853658886619376,,12.096504936576396,,13.810801473203696,,14.260804314068361,,11.721502569189173,,14.464377027792855,,13.500085225939998,,10.114349566101078,,10.1786356862246,,9.717918492006014,,11.089355721307856,,10.917926067645126,,10.767925120690235,,11.646502095711728,,9.79291896548346,,9.525060131635444,,9.717918492006014,,10.94849711302026,,14.536302850380956,,11.631695004303062,,12.290815712042983,,13.850231521800156,,15.682828624626243,,16.337059630490707,,14.08507255488323,,21.585271393561502,,21.20981933096121,,22.34022539959152,,19.81411657015697,,23.660798880124812,,29.90915075064847,,25.527651658758305,,31.320851755346155,,32.82512047319212,,38.5730257586526,,37.01347460583429,,33.39016734243673,,34.19693344853813,,33.66888034933778,,42.800166187330355,,63.687498338277656,,65.45815096894613,,73.36538885849328,,100.88563047001678,,108.11264107495634,,124.7165451669868,,154.00481135983412,,252.30092651144085,,272.952865214728,,292.6330025653635,,302.30250775063377,,389.6637156206924,,387.0297071385171,,410.6880871952159,,410.8511269991981,,479.28207095435624,,494.5545151252691,,544.9212658247507,,531.0543142293977,,569.514137663581,,511.13267974333905,,834.1480062824276,,1071.5190835547135,,1305.5212411172529,,1439.4882018214596,,1161.0683341094946,,1545.0215134842738,,1753.631846228339,,2185.8569289883094,,2284.039231036504,,2704.7033199251086,,3106.180048608009,,3469.4833640664388,,3497,,3935,,4245,,4729,,5190,,5552,,5910,,6253,,6484,,6922,,7612,,8537,,9533,,10623,,12031,,13125,,14323,,17101,,17957,,19527,,22836,,27000,,29224,,33109,,36205,,38404,,41510,,42077,,49937,,51061,,51681,,54219,,61302,,71716,,76670,,74997,,76808,,80855,
92,,      Activities auxiliary to financial intermediation,67,,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
93,,"   REAL ESTATE, RENTING AND BUSINESS ACTIVITIES",,K,,blank,55.93047148406703,,57.45193027264939,,57.564389757537164,,60.56912558783361,,63.50753180000079,,64.67727855849857,,69.67290134409842,,71.64780653262693,,74.79886033061615,,77.42198038097177,,77.55968961573777,,79.4490011069006,,79.43791099909106,,82.4338873267792,,83.0726141344277,,83.81637717496295,,86.7901166633252,,87.8205953800414,,88.01822295989646,,88.4863410566345,,87.78869066790041,,90.69863833260843,,94.16061774483259,,99.00211075833838,,102.9308298554277,,109.96581918911286,,117.85745526545938,,126.15122368743735,,139.0493766406236,,147.7270648916371,,155.87742910219134,,161.68079509413798,,171.61652263589377,,183.10968647183887,,194.88217058062165,,203.33821617802874,,216.34429705941892,,212.5597311023686,,215.70280235693843,,238.90967361880783,,271.2557267730256,,288.7045763873824,,298.0111818485776,,321.311632643807,,337.8440193686013,,344.1221858249102,,360.0091433900056,,377.37742741528155,,390.37806530013415,,408.8997031873035,,419.55442301603244,,429.9856175455106,,437.396925258698,,446.2860383052296,,456.1595863930118,,463.6583330987286,,455.8867527990303,,453.10661956958324,,445.8746573534271,,441.73506410244175,,435.7611209964881,,434.44314190692813,,436.02035303540845,,437.36323357004693,,434.2657799781759,,424.2718429818281,,437.122964315346,,455.43013899094336,,472.1135588736071,,490.0247105270319,,519.6230591993858,,527.8984092487294,,553.7056221438899,,574.8935557254842,,600.6302785000739,,624.3835130537949,,653.7189913568828,,682.313183012299,,700.5526142067881,,701.8495767038511,,692.0224088854621,,664.7552980757249,,641.1542062659651,,608.5016815409366,,631.3611846585958,,600.8064935832292,,780.1859723724858,,915.7912095527863,,1270.3848642267567,,1532.1564341606936,,1892.7939180977655,,2085.9346445446927,,2548.6972911932426,,3263.4422598156875,,3949.6294113535355,,6534.833702695989,,7905.1209565803065,,8580.259489705706,,8610.974459988154,,8575.851913575205,,8270.566757569117,,8280.687921513361,,8341.9276194643,,8470.410735310816,,8609.764527254487,,7935.654261695986,,7189.55205921862,,7027.06469739313,,7108.484638674361,,7425.723932321964,,10569.690054836377,,11918.849209089085,,12978.386067854906,,17081.348336673633,,17861.883094007793,,18587.90139874104,,23631.831017856734,,25400.611481826738,,27560,,31292,,32809,,33718,,34998,,36009,,37246,,38361,,39542,,40241,,41420,,42821,,45741,,49745,,51601,,53554,,55770,,57500,,64263,,68771,,74094,,82763,,101273,,108821,,122827,,134398,,145760,,168448,,193295,,212462,,234195,,257857,,277822,,294692,,314856,,335628,,357146,,377197,
94,,      Real estate activities,70,,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
95,,         Research and development,73,,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
96,,TOTAL GOVERNMENT,,73; L; M; N,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
97,,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",,L; M; N; O; P; MISCs,,blank,194.63942616340069,,212.9604006337782,,235.69010949743273,,246.85934801006766,,243.35447712635624,,216.43677310520127,,221.6515753439444,,216.39115876984283,,221.0601113891014,,221.12335220895721,,240.3465622986542,,238.45414444163427,,238.9208174727858,,237.9719337291846,,235.17221048328463,,234.34544401032943,,248.33416168567481,,263.1957643184152,,269.8079497656927,,271.1852790111418,,283.0885146984668,,281.4682304713997,,288.9718803089705,,291.7004394118872,,304.72965051375456,,315.48475152838324,,324.4977172793632,,305.8493094066941,,321.3100184559117,,362.51496658261607,,372.2516941472679,,388.13306575989304,,398.8125041157381,,405.52358904258824,,407.4899959318593,,423.66417497840837,,431.07248570892784,,465.01023291587614,,517.082077165918,,516.3659354409479,,533.8346515418732,,550.1491933952196,,564.6615061334403,,560.6416540908708,,568.5653274267947,,605.0210702869547,,615.8897700033529,,632.4693322274774,,668.5790355015351,,647.3286487187484,,679.8193012111112,,689.7976441476237,,702.2471297719819,,716.1084498383918,,741.3551778362348,,762.8000118658942,,773.4183040233958,,779.4252029393027,,766.5128328324828,,779.0735875498087,,793.8543341419012,,796.0992277729517,,836.5022271960456,,831.1932406257495,,846.0551853882307,,873.5066506877663,,886.9613666972054,,909.8081481452709,,924.1383862281702,,927.9097967326192,,934.4923214026226,,985.881030351572,,1003.2607593649868,,995.5284620806253,,1040.0037440139938,,1059.9092587026835,,1070.9972676108737,,1099.7103754768646,,1110.7840949462634,,,blank,,blank,,blank,,blank,,blank,,blank,6188.474521075337,,6315.647362675856,,6428.433087309566,,6629.48968199301,,7053.858142856111,,7429.291345441481,,7905.749325274116,,9208.732766178624,,10234.199233434605,,11105.306142099449,,12073.336482549628,,12184.31062195166,,11881.108487045858,,11651.61969717207,,11892.249931638977,,12109.493327184002,,12950.506698651901,,14080.382060042019,,14797.010475694216,,15608.531640966303,,20276.809045575315,,16164.521513347941,,16687.06553595333,,17296.20325796399,,19846.667185710812,,31635.419572831164,,38212.22304040867,,42498.687049166074,,63226.97150732872,,51658.96983379338,,53851.03170847828,,55693.137799036056,,63636.53536974077,,57772.735270000005,,47755.07649042002,,50545.33585152887,,52829.15708830797,,56111.44939669815,,61074.04043564855,,64184.99938440491,,68443.99783375177,,73222,,79015,,87289,,95167,,112289,,124958,,136032,,146935,,161330,,176438,,198672,,229782,,265172,,316982,,383637,,435573,,487513,,542155,,590504,,643163,,695782,,740066,,764770,,805832,,861368,,899183,,912498,,934035,,983822,,1040541,
98,,   PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,,L,,blank,56.571,,54.977,,58.114000000000004,,58.533,,60.988,,52.244,,52.10940000000001,,52.474000000000004,,52.9404,,53.206,,55.3724,,56.236000000000004,,57.2024,,60.56700000000001,,55.82640000000001,,56.15,,56.339000000000006,,59.321,,60.584,,62.408,,62.672,,63.425,,64.783,,64.40700000000001,,65.991,,66.313,,67.4654,,68.011,,71.3854,,74.443,,74.3284,,73.995,,75.4624,,76.93,,77.69839999999999,,87.565,,86.619,,87.973,,89.72600000000003,,90.902,,96.009,,105.05300000000003,,107.768,,104.77,,105.598,,105.658,,105.51400000000001,,109.986,,113.16,,114.219,,114.90599999999999,,117.404,,116.05100000000002,,117.767,,116.80200000000002,,120.29899999999999,,121.4114,,120.775,,121.6314,,124.262,,126.4204,,131.25300000000001,,140.3704,,140.762,,145.8364,,147.23,,150.9724,,154.784,,159.1804,,163.437,,165.41840000000002,,170.02200000000002,,174.1494,,175.888,,180.2534,,187.018,,193.471,,207.823,,213.91039136908097,,,blank,,blank,,blank,,blank,,blank,,blank,976.508,,1000.2320000000002,,1133.6670000000001,,1173.9920000000002,,1182.142,,1347.459,,1441.2730000000001,,1846.6940000000004,,2353.56,,2505.105,,2888.839,,2952.1890000000003,,2746.8790000000004,,2596.911,,2622.299,,2537.457,,2771.64,,3179.9449999999997,,3454.7650000000003,,3990.678,,8329.966573689298,,3870.8762468086074,,4136.177754273757,,4616.017832000402,,6901.274781208415,,13119.385545938752,,14848.643161533344,,16505.156263341836,,34375.12921966965,,20353.859473981945,,20625.388766057593,,21222.34930072844,,26071.432633441866,,23966,,25117,,27065,,27872,,29273,,32139,,34391,,35747,,35587,,38269,,41622,,44535,,51106,,55648,,60587,,64743,,71051,,78547,,88547,,102236,,119231,,140275,,170065,,192761,,216795,,242949,,269427,,296781,,318608,,336999,,346664,,367143,,392821,,413131,,418952,,430442,,450921,,475251,
99,,      Administration of the State and the economic and social policy of the community,751,,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
100,,      Defence,,752; 753,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
101,,   EDUCATION,,M,,blank,5.379875017002379,,6.500682312211208,,7.769108129228029,,8.337712805821775,,8.846176603160416,,9.365575105818165,,9.343705695179946,,10.431708874431441,,11.503309995704274,,12.219533194106013,,14.625168364310328,,14.411941610587675,,14.82199306005432,,15.182838335584966,,14.767319533458766,,15.964669765901368,,16.19976593026224,,16.92145648132354,,16.78477266483466,,16.981597360578647,,18.610868453126116,,19.56765516854829,,19.86289221216427,,21.300805961627304,,21.289871256308192,,22.94647911215344,,26.24876011852482,,26.560399220119468,,30.048570216915728,,37.60991894508065,,38.12931744773841,,38.75806300358726,,41.792443729640425,,40.53495261794273,,41.43159845410979,,42.57974251261639,,42.20249517910708,,44.990845035480255,,47.035634930153925,,50.72609797535374,,63.66185436786149,,63.84227700562682,,72.36587980187348,,74.83712320399245,,77.98085098323672,,94.49225601509362,,94.85310129062427,,105.50350427143792,,106.4712256921792,,89.89421242840764,,99.14497312837514,,90.5229579842565,,93.44799165711855,,98.19365376561254,,99.60423075177779,,101.73103093634478,,107.69591268791957,,109.26504290121193,,113.95056413045079,,114.18019294215212,,110.05234168418791,,114.27313793736455,,118.42832595862657,,119.31950444213406,,121.5884557958495,,127.69548871657274,,132.4411508250667,,135.5684765463323,,141.18344772769558,,143.88431994151586,,148.61904734469073,,154.95570907711527,,161.3689137467736,,166.76519082175466,,169.85424507440337,,174.0641066222609,,181.6090532924472,,187.88557414561663,,194.03046585373818,,,blank,,blank,,blank,,blank,,blank,,blank,304.43859814201573,,363.4368006912766,,358.4833791817195,,399.34637295923557,,504.51636871844056,,619.5494686754834,,677.0113451274092,,1084.1760323898088,,1328.9931497793743,,1429.1933219710438,,1604.5750605842575,,1646.9361089904914,,1595.8819698555646,,1531.5093596419606,,1536.0691317600301,,1509.0986810904437,,1641.5781033841272,,1734.080243031143,,1926.487317826212,,1926.339699304404,,1940.9519418526736,,2001.6225316043992,,2302.839307710483,,2451.1537749766385,,2807.7360382123406,,3530.249606458092,,4977.392375480479,,5809.715077325408,,6997.938110366956,,8193.754415583433,,9644.148275062022,,9608.221959070555,,10751.724217631088,,11208,,11961,,12457,,13271,,14685,,15930,,16222,,18545,,20490,,21957,,25759,,28867,,32785,,37644,,41627,,45082,,50156,,57513,,66199,,79296,,89669,,112382,,136349,,156673,,172337,,188706,,201599,,220319,,242390,,257061,,261013,,271096,,287918,,295717,,293791,,295359,,313230,,331304,
